Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DSPG,"DSP Group, Inc.",15.49,351854048.8,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg
GNMK,"GenMark Diagnostics, Inc.",6.16,351295886.5,n/a,2010,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gnmk
ARAY,Accuray Incorporated,3.99,351216143,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray
THCB,Tuscan Holdings Corp.,9.895,351143865,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/thcb
RRBI,"Red River Bancshares, Inc.",48.05,350776820.3,n/a,2019,Finance,Major Banks,https://www.nasdaq.com/symbol/rrbi
HIMX,"Himax Technologies, Inc.",3.24,350426502.7,108156328,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/himx
PRPL,"Purple Innovation, Inc.",6.51,350250720.5,n/a,2015,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/prpl
COLL,"Collegium Pharmaceutical, Inc.",10.48,349892322.6,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
NEBU,Nebula Acquisition Corporation,10.16,349250000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebu
PCSB,PCSB Financial Corporation,19.61,349137204.8,n/a,2017,Finance,Banks,https://www.nasdaq.com/symbol/pcsb
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,49.43,348961712.5,7059715,2006,Transportation,Aerospace,https://www.nasdaq.com/symbol/omab
LE,"Lands&#39; End, Inc.",10.77,348593483.9,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le
CDMO,"Avid Bioservices, Inc.",6.19,347492511.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
WTBA,West Bancorporation,21.24,347438652.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtba
CZNC,Citizens & Northern Corp,25.37,347264534.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc
BWB,"Bridgewater Bancshares, Inc.",11.49,345510539.1,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bwb
LAWS,"Lawson Products, Inc.",38.46,344946586.2,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws
MCBC,Macatawa Bank Corporation,10.13,344862650.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MPAA,"Motorcar Parts of America, Inc.",18.21,342708412.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
CUTR,"Cutera, Inc.",24.4,342502116.8,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
HBCP,"Home Bancorp, Inc.",36.11,342087760,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hbcp
CAMT,Camtek Ltd.,9.36,342056632.3,n/a,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt
DPHC,DiamondPeak Holdings Corp.,9.77,341950000,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphc
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,47.52,339742386.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdl
TEUM,Pareteum Corporation,3.04,338925277.1,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/teum
OXFD,Oxford Immunotec Global PLC,12.72,338645285,n/a,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/oxfd
IMGN,"ImmunoGen, Inc.",2.26,337939938,n/a,1989,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imgn
ALBO,"Albireo Pharma, Inc.",28.01,337220933.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
ASPS,Altisource Portfolio Solutions S.A.,20.71,337131794.2,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps
BFST,"Business First Bancshares, Inc.",25.2,336709346.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfst
NDLS,Noodles & Company,7.66,336634632.8,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
HIBB,"Hibbett Sports, Inc.",18.8,336142364.4,n/a,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hibb
CIVB,"Civista Bancshares, Inc. ",21.47,335449706.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb
PETS,"PetMed Express, Inc.",16.64,334860398.1,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/pets
PFIS,Peoples Financial Services Corp. ,45.15,334067288.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pfis
ASMB,"Assembly Biosciences, Inc.",13.02,333324746.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
BPOPN,"Popular, Inc.",27.76,333120000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopn
NVEC,NVE Corporation,68.38,331370163.8,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
MTLS,Materialise NV,19.27,331222221.6,17188491,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
CYCN,"Cyclerion Therapeutics, Inc.",12.07,330738036.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycn
LOVE,The Lovesac Company,22.74,330423706.4,n/a,2018,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love
NYNY,"Empire Resorts, Inc.",9.6,330369206.4,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
EBTC,Enterprise Bancorp Inc,27.97,330214043.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
ARTNA,Artesian Resources Corporation,35.6,330173624,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
CCRN,"Cross Country Healthcare, Inc.",8.95,329592726.9,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
BDSI,"BioDelivery Sciences International, Inc.",3.68,329409801.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bdsi
LMNR,Limoneira Co,18.52,329151385.6,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
GPP,Green Plains Partners LP,14.21,328786646,n/a,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gpp
ISRL,"Isramco, Inc.",120.8,328291878.4,n/a,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl
SGRY,"Surgery Partners, Inc.",6.64,328202603.9,n/a,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry
XERS,"Xeris Pharmaceuticals, Inc.",12.18,328131989.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xers
SNCR,"Synchronoss Technologies, Inc.",7.66,327772725.2,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr
UBX,"Unity Biotechnology, Inc.",7.63,327381546.9,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx
SMMF,"Summit Financial Group, Inc.",25.81,327068630.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf
GWGH,"GWG Holdings, Inc",9.9,327030858,n/a,2014,Finance,Life Insurance,https://www.nasdaq.com/symbol/gwgh
RMNI,"Rimini Street, Inc.",5,326827070,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni
PTSI,"P.A.M. Transportation Services, Inc.",55.18,326665875.9,n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ptsi
GTYH,"GTY Technology Holdings, Inc.",6.74,326354136.3,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/gtyh
CNSL,"Consolidated Communications Holdings, Inc.",4.52,325884722.8,n/a,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
ACOR,"Acorda Therapeutics, Inc.",6.76,325356582.7,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor
UTMD,"Utah Medical Products, Inc.",87.36,325215596.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/utmd
STRL,Sterling Construction Company Inc,12.21,322545123.1,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl
MIRM,"Mirum Pharmaceuticals, Inc.",14.01,322450923.7,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mirm
KBWY,Invesco KBW Premium Yield Equity REIT ETF,29.31,322410000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwy
SNLN,Highland/iBoxx Senior Loan ETF,17.6,322023926.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snln
PRQR,ProQR Therapeutics N.V.,8.27,321633019.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prqr
AGEN,Agenus Inc.,2.39,320877968,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen
SRNE,"Sorrento Therapeutics, Inc.",2.45,320866908.3,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne
MCFT,"MasterCraft Boat Holdings, Inc.",17.12,320560444,n/a,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
DFBH,DFB Healthcare Acquisitions Corp.,10.25,320312500,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh
BRID,Bridgford Foods Corporation,35.27,320139864.6,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/brid
GNLN,"Greenlane Holdings, Inc.",7.61,318966095.5,n/a,2019,Capital Goods,Recreational Products/Toys,https://www.nasdaq.com/symbol/gnln
TGLS,Tecnoglass Inc.,7.31,318947383.4,n/a,2012,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls
SPFI,"South Plains Financial, Inc.",17.72,318579374.4,n/a,2019,Finance,Major Banks,https://www.nasdaq.com/symbol/spfi
DJCO,Daily Journal Corp. (S.C.),230.43,318165300.8,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
NATH,"Nathan&#39;s Famous, Inc.",75.35,317275642.2,n/a,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath
TKKS,TKK Symphony Acquisition Corporation,10.07,316701500,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkks
OXSQ,Oxford Square Capital Corp.,6.63,315925858.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsq
ELOX,"Eloxx Pharmaceuticals, Inc.",7.89,314485584.8,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
AVDR,"Avedro, Inc",18.37,314311949.2,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr
PSCT,Invesco S&P SmallCap Information Technology ETF,84.57,312909000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psct
CHSCO,CHS Inc,27.64,312861997,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco
UFPT,"UFP Technologies, Inc.",42.13,312754498.5,n/a,1993,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt
LEGH,Legacy Housing Corporation,12.6,311508993.6,n/a,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh
FMAO,"Farmers & Merchants Bancorp, Inc.",28.04,311417371.3,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
GLRE,"Greenlight Reinsurance, Ltd.",8.48,311366613.3,n/a,2007,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/glre
LNDC,Landec Corporation,10.66,311086846.5,n/a,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
ITIC,Investors Title Company,164.7,311065925.4,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic
CRAI,"CRA International,Inc.",38.61,310459766.8,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
KALV,"KalVista Pharmaceuticals, Inc.",17.82,309859470.4,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv
LCA,"Landcadia Holdings II, Inc.",9.78,309292500,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/lca
AMRS,"Amyris, Inc.",3,308863110,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs
COMT,iShares Commodities Select Strategy ETF,32.73,307662000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/comt
CECE,CECO Environmental Corp.,8.75,306702900,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece
SYRS,"Syros Pharmaceuticals, Inc.",7.22,306379111.6,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs
SMBK,"SmartFinancial, Inc.",21.94,306097884.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk
FNY,First Trust Mid Cap Growth AlphaDEX Fund,46.5131,304660898,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fny
RFDI,First Trust RiverFront Dynamic Developed International ETF,56.9375,304615738.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfdi
STXB,"Spirit of Texas Bancshares, Inc.",22.1,304543127.2,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/stxb
CLXT,"Calyxt, Inc.",9.3,304131752.7,n/a,2017,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt
FULC,"Fulcrum Therapeutics, Inc.",13.01,303653582.1,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fulc
VTWG,Vanguard Russell 2000 Growth ETF,146.3,303572500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwg
PFM,Invesco Dividend Achievers ETF,29.23,302530500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfm
KBWD,Invesco KBW High Dividend Yield Financial ETF,21.74,302186000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwd
RTIX,"RTI Surgical Holdings, Inc.",4.08,301500588.2,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
VTIQ,VectoIQ Acquisition Corp.,10.17,301438800,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiq
SIEB,Siebert Financial Corp.,11.09,301173214.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
MESA,"Mesa Air Group, Inc.",10.45,300809279.7,n/a,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
SMBC,"Southern Missouri Bancorp, Inc.",32.22,300434069,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc
CASI,"CASI Pharmaceuticals, Inc.",3.13,299594372.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi
HHR,HeadHunter Group PLC,18.36,299347829.3,16304348,2019,Technology,Professional Services,https://www.nasdaq.com/symbol/hhr
HCAC,Hennessy Capital Acquisition Corp. IV,9.95,298649250,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hcac
HIIQ,"Health Insurance Innovations, Inc.",21.43,298506056.2,n/a,2013,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/hiiq
RDI,Reading International Inc,12.99,298286239.4,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdi
BREW,"Craft Brew Alliance, Inc.",15.33,297631183.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
POPE,Pope Resources,68.0201,296771220.2,n/a,n/a,Consumer Non-Durables,Environmental Services,https://www.nasdaq.com/symbol/pope
FRGI,"Fiesta Restaurant Group, Inc.",10.81,296758519.8,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
TPCO,Tribune Publishing Company,8.31,296594927.4,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco
PLPC,Preformed Line Products Company,58.6,296423998,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/plpc
MTC,"MMTec, Inc.",14.712,295269840,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/mtc
ACMR,"ACM Research, Inc.",18.17,292392657.5,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr
AMAG,"AMAG Pharmaceuticals, Inc.",8.64,291746353,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
WHF,"WhiteHorse Finance, Inc.",14.16,290931813.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/whf
KNDI,"Kandi Technologies Group, Inc.",5.53,290772050.7,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi
XBIT,XBiotech Inc.,7.09,290418169.4,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbit
LOGC,"LogicBio Therapeutics, Inc.",12.89,289951514.1,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
VSEC,VSE Corporation,26.36,289172442.3,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/vsec
PTGX,"Protagonist Therapeutics, Inc.",12.32,288239126.6,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptgx
USLV,Credit Suisse AG,80.16,286990034.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
TUSK,"Mammoth Energy Services, Inc.",6.39,286761787.1,n/a,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
JYNT,The Joint Corp.,20.71,285494267.1,n/a,2014,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt
ADAP,Adaptimmune Therapeutics plc,3.49,285282745.4,81742907,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap
SFST,"Southern First Bancshares, Inc.",38,285214168,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst
SIC,"Select Interior Concepts, Inc.",11.02,284549888.5,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sic
WINS,Wins Finance Holdings Inc.,14.3301,284275393.6,n/a,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wins
GSM,Ferroglobe PLC,1.68,284126105.8,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FARM,Farmer Brothers Company,16.67,284058467,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
CTAC,ChaSerg Technology Acquisition Corp.,10.07,283369800,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctac
CVCY,Central Valley Community Bancorp,21,283268643,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy
HYGS,Hydrogenics Corporation,14.9,283104157.1,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hygs
FYC,First Trust Small Cap Growth AlphaDEX Fund,46.32,282552092.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyc
IBUY,Amplify Online Retail ETF,50.42,282352000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibuy
ICLN,iShares S&P Global Clean Energy Index Fund,10.755,281781000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/icln
CDZI,"Cadiz, Inc.",10.46,281723698.7,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi
DAKT,"Daktronics, Inc.",6.24,281660271.4,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
TBNK,Territorial Bancorp Inc.,29.13,280871285.2,n/a,2009,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk
FNLC,"First Bancorp, Inc (ME)",25.69,279701210.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc
FTSV,"Forty Seven, Inc.",8.91,279407335.7,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ftsv
SENEA,Seneca Foods Corp.,29.34,278140559.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
GLAD,Gladstone Capital Corporation,9.46,277661056,n/a,2001,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/glad
MFSF,MutualFirst Financial Inc.,32.2,277479056.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
CELH,"Celsius Holdings, Inc.",4.84,277370008.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh
MRLN,Marlin Business Services Corp.,22.38,276371134.7,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
AMCI,AMCI Acquisition Corp.,10,275650960,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amci
CATH,Global X S&P 500 Catholic Values ETF,36.6997,273391369.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cath
SENEB,Seneca Foods Corp.,28.82,273211006.2,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
TDAC,Trident Acquisitions Corp.,10.3855,273203559.4,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac
CNTY,"Century Casinos, Inc.",9.28,273195581.1,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty
BROG,Twelve Seas Investment Company,10.1901,272880687.9,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/brog
CLRG,IQ Chaikin U.S. Large Cap ETF,25.27,271652500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clrg
SPOK,"Spok Holdings, Inc.",14.12,271163289.9,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok
PHAS,"PhaseBio Pharmaceuticals, Inc.",9.46,270810947,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phas
AUTL,Autolus Therapeutics plc,13.55,270775652.7,19983443,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
SONM,"Sonim Technologies, Inc.",13.32,270754894.1,n/a,2019,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sonm
FRBK,"Republic First Bancorp, Inc.",4.6,270673903.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frbk
PBCTP,"People&#39;s United Financial, Inc.",27.06,270600000,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbctp
CBMG,"Cellular Biomedicine Group, Inc.",14.07,270545389,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg
CSML,IQ Chaikin U.S. Small Cap ETF,24.89,270056500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csml
PCB,PCB Bancorp,16.84,269726953.6,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/pcb
FSTR,L.B. Foster Company,25.46,269399414.3,n/a,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr
CVTI,"Covenant Transportation Group, Inc.",14.65,269098715.5,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
CMLS,Cumulus Media Inc.,15.89,268900701.9,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls
SUNS,Solar Senior Capital Ltd.,16.72,268251249.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns
HBMD,"Howard Bancorp, Inc.",14.07,268190971.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbmd
STKL,"SunOpta, Inc.",3.05,267646277.9,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl
PVBC,"Provident Bancorp, Inc.",27.75,267113702.3,n/a,2015,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pvbc
NBEV,New Age Beverages Corporation,3.54,266890306.7,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev
MUDS,Mudrick Capital Acquisition Corporation,10.24,266240000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/muds
CATS,"Catasys, Inc.",16.4,265919850,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",7.94,265879022.6,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
BCML,BayCom Corp,22.02,265390897.3,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
FCBP,First Choice Bancorp,22.62,264509842.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp
MTEM,"Molecular Templates, Inc.",7.18,264002504.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
ESGU,iShares ESG MSCI USA ETF,65.9981,263992400,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgu
VRCA,Verrica Pharmaceuticals Inc.,10.26,263769056.1,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vrca
INO,"Inovio Pharmaceuticals, Inc.",2.69,263711029.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino
MMLP,Martin Midstream Partners L.P.,6.77,263350224.3,n/a,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
SRET,Global X SuperDividend REIT ETF,14.91,263246576.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sret
RBNC,"Reliant Bancorp, Inc.",23.3,263164646,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc
DWAS,Invesco DWA SmallCap Momentum ETF,54.24,263064000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwas
DBVT,DBV Technologies S.A.,10.02,262355102.9,26183144,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
ACNB,ACNB Corporation,37.17,262036679.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb
WEYS,"Weyco Group, Inc.",26.19,261859457.9,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/weys
GWRS,"Global Water Resources, Inc.",12.19,261735098.2,n/a,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/gwrs
RING,iShares MSCI Global Gold Miners ETF,21.94,261086000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ring
